entity_cd,county,district,nrc_index,school,year,subgroup,grad_rate
530301060007,Schenectady,Niskayuna Csd,6,Niskayuna High School,2022,Students with Disabilities,85.2
530301060007,Schenectady,Niskayuna Csd,6,Niskayuna High School,2022,Asian or Native Hawaiian/Other Pacific Islander,96.6
530501060006,Schenectady,Schalmont Csd,5,Schalmont High School,2022,White,92.8
530501060006,Schenectady,Schalmont Csd,5,Schalmont High School,2022,Economically Disadvantaged,81.5
530501060006,Schenectady,Schalmont Csd,5,Schalmont High School,2022,Students with Disabilities,80.0
530515060004,Schenectady,Rotterdam-Mohonasen Csd,5,Mohonasen Senior High School,2022,White,92.0
530515060004,Schenectady,Rotterdam-Mohonasen Csd,5,Mohonasen Senior High School,2022,Hispanic or Latino,81.3
530515060004,Schenectady,Rotterdam-Mohonasen Csd,5,Mohonasen Senior High School,2022,Multiracial,75.0
530515060004,Schenectady,Rotterdam-Mohonasen Csd,5,Mohonasen Senior High School,2022,Economically Disadvantaged,82.7
530515060004,Schenectady,Rotterdam-Mohonasen Csd,5,Mohonasen Senior High School,2022,Students with Disabilities,62.8
530600010025,Schenectady,Schenectady City Sd,3,Schenectady High School,2022,Hispanic or Latino,72.3
530600010025,Schenectady,Schenectady City Sd,3,Schenectady High School,2022,White,76.1
530600010025,Schenectady,Schenectady City Sd,3,Schenectady High School,2022,Economically Disadvantaged,75.1
530600010025,Schenectady,Schenectady City Sd,3,Schenectady High School,2022,Black or African American,75.5
530600010025,Schenectady,Schenectady City Sd,3,Schenectady High School,2022,Students with Disabilities,60.8
530600010025,Schenectady,Schenectady City Sd,3,Schenectady High School,2022,Asian or Native Hawaiian/Other Pacific Islander,88.1
530600010025,Schenectady,Schenectady City Sd,3,Schenectady High School,2022,English Language Learner,63.9
540801040001,Schoharie,Gilboa-Conesville Csd,5,Gilboa-Conesville Central School,2022,White,96.7
540901040001,Schoharie,Jefferson Csd,4,Jefferson Central School,2022,White,94.8
541001040001,Schoharie,Middleburgh Csd,5,Middleburgh Junior/Senior Hs,2022,White,95.5
541001040001,Schoharie,Middleburgh Csd,5,Middleburgh Junior/Senior Hs,2022,Economically Disadvantaged,91.2
541102060002,Schoharie,Cobleskill-Richmondville Csd,5,Cobleskill-Richmondville High School,2022,Economically Disadvantaged,84.3
541102060002,Schoharie,Cobleskill-Richmondville Csd,5,Cobleskill-Richmondville High School,2022,White,92.6
541102060002,Schoharie,Cobleskill-Richmondville Csd,5,Cobleskill-Richmondville High School,2022,Students with Disabilities,81.3
541201040003,Schoharie,Schoharie Csd,5,Schoharie High School,2022,White,89.3
541201040003,Schoharie,Schoharie Csd,5,Schoharie High School,2022,Economically Disadvantaged,72.2
541401040001,Schoharie,Sharon Springs Csd,5,Sharon Springs Central School,2022,White,95.8
550101040003,Schuyler,Odessa-Montour Csd,4,Odessa-Montour Jr/Sr High School,2022,White,94.4
550101040003,Schuyler,Odessa-Montour Csd,4,Odessa-Montour Jr/Sr High School,2022,Economically Disadvantaged,88.9
550301060004,Schuyler,Watkins Glen Csd,5,Watkins Glen Central High School,2022,White,93.6
550301060004,Schuyler,Watkins Glen Csd,5,Watkins Glen Central High School,2022,Economically Disadvantaged,92.0
550301060004,Schuyler,Watkins Glen Csd,5,Watkins Glen Central High School,2022,Students with Disabilities,93.3
560501040004,Seneca,South Seneca Csd,4,South Seneca Middle/High School,2022,White,88.6
560501040004,Seneca,South Seneca Csd,4,South Seneca Middle/High School,2022,Economically Disadvantaged,84.1
560603040001,Seneca,Romulus Csd,4,Romulus Central School,2022,Economically Disadvantaged,86.7
560603040001,Seneca,Romulus Csd,4,Romulus Central School,2022,White,84.5
560701060003,Seneca,Seneca Falls Csd,5,Mynderse Academy,2022,White,92.0
560701060003,Seneca,Seneca Falls Csd,5,Mynderse Academy,2022,Economically Disadvantaged,83.9
561006060001,Seneca,Waterloo Csd,4,Waterloo High School,2022,White,89.6
561006060001,Seneca,Waterloo Csd,4,Waterloo High School,2022,Economically Disadvantaged,84.3
561006060001,Seneca,Waterloo Csd,4,Waterloo High School,2022,Students with Disabilities,77.6
570101040002,Steuben,Addison Csd,4,Addison Middle/High School,2022,White,93.8
570101040002,Steuben,Addison Csd,4,Addison Middle/High School,2022,Economically Disadvantaged,89.8
570201040002,Steuben,Avoca Csd,4,Avoca Central School,2022,White,97.1
570201040002,Steuben,Avoca Csd,4,Avoca Central School,2022,Economically Disadvantaged,96.7
570302060003,Steuben,Bath Csd,4,Haverling Senior High School,2022,White,92.8
570302060003,Steuben,Bath Csd,4,Haverling Senior High School,2022,Economically Disadvantaged,86.9
570302060003,Steuben,Bath Csd,4,Haverling Senior High School,2022,Students with Disabilities,76.5
570401040001,Steuben,Bradford Csd,4,Bradford Central School,2022,White,98.2
570603040002,Steuben,Campbell-Savona Csd,4,Campbell-Savona Jr/Sr Hs,2022,White,96.7
570603040002,Steuben,Campbell-Savona Csd,4,Campbell-Savona Jr/Sr Hs,2022,Economically Disadvantaged,94.5
571000010017,Steuben,Corning City Sd,5,Corning-Painted Post High School,2022,White,89.6
571000010017,Steuben,Corning City Sd,5,Corning-Painted Post High School,2022,Economically Disadvantaged,77.8
571000010017,Steuben,Corning City Sd,5,Corning-Painted Post High School,2022,Students with Disabilities,70.1
571000010017,Steuben,Corning City Sd,5,Corning-Painted Post High School,2022,Asian or Native Hawaiian/Other Pacific Islander,100.0
571502060001,Steuben,Canisteo-Greenwood Csd,4,Canisteo-Greenwood High School,2022,White,97.7
571502060001,Steuben,Canisteo-Greenwood Csd,4,Canisteo-Greenwood High School,2022,Economically Disadvantaged,97.0
571800010006,Steuben,Hornell City Sd,4,Hornell Junior-Senior High School,2022,White,93.0
571800010006,Steuben,Hornell City Sd,4,Hornell Junior-Senior High School,2022,Economically Disadvantaged,84.9
571800010006,Steuben,Hornell City Sd,4,Hornell Junior-Senior High School,2022,Students with Disabilities,82.2
571901040004,Steuben,Arkport Csd,5,Arkport Central School,2022,White,100.0
572301040001,Steuben,Prattsburgh Csd,4,Prattsburgh Central School,2022,White,95.2
572702040002,Steuben,Jasper-Troupsburg Csd,4,Jasper-Troupsburg Junior-Senior Hs,2022,White,93.8
572702040002,Steuben,Jasper-Troupsburg Csd,4,Jasper-Troupsburg Junior-Senior Hs,2022,Economically Disadvantaged,92.7
572901040004,Steuben,Hammondsport Csd,5,Hammondsport Junior-Senior Hs,2022,White,92.1
573002040001,Steuben,Wayland-Cohocton Csd,4,Wayland-Cohocton High School,2022,Economically Disadvantaged,95.7
573002040001,Steuben,Wayland-Cohocton Csd,4,Wayland-Cohocton High School,2022,White,97.6
580101030002,Suffolk,Babylon Ufsd,6,Babylon Junior-Senior High School,2022,White,97.6
580101030002,Suffolk,Babylon Ufsd,6,Babylon Junior-Senior High School,2022,Hispanic or Latino,87.6
580101030002,Suffolk,Babylon Ufsd,6,Babylon Junior-Senior High School,2022,Economically Disadvantaged,93.5
580101030002,Suffolk,Babylon Ufsd,6,Babylon Junior-Senior High School,2022,Students with Disabilities,94.8
580102030008,Suffolk,West Babylon Ufsd,5,West Babylon Senior High School,2022,White,96.4
580102030008,Suffolk,West Babylon Ufsd,5,West Babylon Senior High School,2022,Hispanic or Latino,86.9
580102030008,Suffolk,West Babylon Ufsd,5,West Babylon Senior High School,2022,English Language Learner,66.9
580102030008,Suffolk,West Babylon Ufsd,5,West Babylon Senior High School,2022,Economically Disadvantaged,88.6
580102030008,Suffolk,West Babylon Ufsd,5,West Babylon Senior High School,2022,Students with Disabilities,87.8
580102030008,Suffolk,West Babylon Ufsd,5,West Babylon Senior High School,2022,Asian or Native Hawaiian/Other Pacific Islander,93.3
580102030008,Suffolk,West Babylon Ufsd,5,West Babylon Senior High School,2022,Black or African American,88.0
580103030008,Suffolk,North Babylon Ufsd,5,North Babylon High School,2022,White,96.3
580103030008,Suffolk,North Babylon Ufsd,5,North Babylon High School,2022,Hispanic or Latino,87.9
580103030008,Suffolk,North Babylon Ufsd,5,North Babylon High School,2022,English Language Learner,68.5
580103030008,Suffolk,North Babylon Ufsd,5,North Babylon High School,2022,Black or African American,96.1
580103030008,Suffolk,North Babylon Ufsd,5,North Babylon High School,2022,Economically Disadvantaged,91.2
580103030008,Suffolk,North Babylon Ufsd,5,North Babylon High School,2022,Students with Disabilities,87.0
580103030008,Suffolk,North Babylon Ufsd,5,North Babylon High School,2022,Asian or Native Hawaiian/Other Pacific Islander,91.8
580104030010,Suffolk,Lindenhurst Ufsd,5,Lindenhurst Senior High School,2022,Students with Disabilities,87.6
580104030010,Suffolk,Lindenhurst Ufsd,5,Lindenhurst Senior High School,2022,English Language Learner,65.5
580104030010,Suffolk,Lindenhurst Ufsd,5,Lindenhurst Senior High School,2022,White,96.7
580104030010,Suffolk,Lindenhurst Ufsd,5,Lindenhurst Senior High School,2022,Economically Disadvantaged,91.5
580104030010,Suffolk,Lindenhurst Ufsd,5,Lindenhurst Senior High School,2022,Asian or Native Hawaiian/Other Pacific Islander,96.9
580104030010,Suffolk,Lindenhurst Ufsd,5,Lindenhurst Senior High School,2022,Hispanic or Latino,90.1
580104030010,Suffolk,Lindenhurst Ufsd,5,Lindenhurst Senior High School,2022,Black or African American,94.1
580105030005,Suffolk,Copiague Ufsd,3,Walter G O'Connell Copiague High Sch,2022,Hispanic or Latino,90.4
580105030005,Suffolk,Copiague Ufsd,3,Walter G O'Connell Copiague High Sch,2022,White,98.1
580105030005,Suffolk,Copiague Ufsd,3,Walter G O'Connell Copiague High Sch,2022,English Language Learner,71.9
580105030005,Suffolk,Copiague Ufsd,3,Walter G O'Connell Copiague High Sch,2022,Economically Disadvantaged,93.3
580105030005,Suffolk,Copiague Ufsd,3,Walter G O'Connell Copiague High Sch,2022,Students with Disabilities,91.3
580105030005,Suffolk,Copiague Ufsd,3,Walter G O'Connell Copiague High Sch,2022,Asian or Native Hawaiian/Other Pacific Islander,100.0
580105030005,Suffolk,Copiague Ufsd,3,Walter G O'Connell Copiague High Sch,2022,Black or African American,97.3
580106030005,Suffolk,Amityville Ufsd,3,Amityville Memorial High School,2022,Hispanic or Latino,84.6
580106030005,Suffolk,Amityville Ufsd,3,Amityville Memorial High School,2022,White,93.8
580106030005,Suffolk,Amityville Ufsd,3,Amityville Memorial High School,2022,English Language Learner,67.3
580106030005,Suffolk,Amityville Ufsd,3,Amityville Memorial High School,2022,Economically Disadvantaged,90.6
580106030005,Suffolk,Amityville Ufsd,3,Amityville Memorial High School,2022,Students with Disabilities,84.4
580106030005,Suffolk,Amityville Ufsd,3,Amityville Memorial High School,2022,Black or African American,95.1
580107030007,Suffolk,Deer Park Ufsd,5,Deer Park High School,2022,White,95.7
580107030007,Suffolk,Deer Park Ufsd,5,Deer Park High School,2022,Hispanic or Latino,92.4
580107030007,Suffolk,Deer Park Ufsd,5,Deer Park High School,2022,Economically Disadvantaged,91.9
580107030007,Suffolk,Deer Park Ufsd,5,Deer Park High School,2022,English Language Learner,80.4
580107030007,Suffolk,Deer Park Ufsd,5,Deer Park High School,2022,Black or African American,93.2
580107030007,Suffolk,Deer Park Ufsd,5,Deer Park High School,2022,Students with Disabilities,79.0
580107030007,Suffolk,Deer Park Ufsd,5,Deer Park High School,2022,Asian or Native Hawaiian/Other Pacific Islander,95.3
580109020003,Suffolk,Wyandanch Ufsd,3,Wyandanch Memorial High School,2022,Hispanic or Latino,52.2
580109020003,Suffolk,Wyandanch Ufsd,3,Wyandanch Memorial High School,2022,Economically Disadvantaged,63.1
580109020003,Suffolk,Wyandanch Ufsd,3,Wyandanch Memorial High School,2022,English Language Learner,38.3
580109020003,Suffolk,Wyandanch Ufsd,3,Wyandanch Memorial High School,2022,Students with Disabilities,59.0
580109020003,Suffolk,Wyandanch Ufsd,3,Wyandanch Memorial High School,2022,Black or African American,75.8
580201060005,Suffolk,Three Village Csd,6,Ward Melville Senior High School,2022,White,98.5
580201060005,Suffolk,Three Village Csd,6,Ward Melville Senior High School,2022,Hispanic or Latino,90.0
580201060005,Suffolk,Three Village Csd,6,Ward Melville Senior High School,2022,Economically Disadvantaged,90.0
580201060005,Suffolk,Three Village Csd,6,Ward Melville Senior High School,2022,Students with Disabilities,89.1
580201060005,Suffolk,Three Village Csd,6,Ward Melville Senior High School,2022,Asian or Native Hawaiian/Other Pacific Islander,99.3
580203020008,Suffolk,Brookhaven-Comsewogue Ufsd,5,Comsewogue High School,2022,Hispanic or Latino,80.8
580203020008,Suffolk,Brookhaven-Comsewogue Ufsd,5,Comsewogue High School,2022,White,98.2
580203020008,Suffolk,Brookhaven-Comsewogue Ufsd,5,Comsewogue High School,2022,Multiracial,81.3
580203020008,Suffolk,Brookhaven-Comsewogue Ufsd,5,Comsewogue High School,2022,Economically Disadvantaged,89.0
580203020008,Suffolk,Brookhaven-Comsewogue Ufsd,5,Comsewogue High School,2022,English Language Learner,62.5
580203020008,Suffolk,Brookhaven-Comsewogue Ufsd,5,Comsewogue High School,2022,Students with Disabilities,92.5
580205060019,Suffolk,Sachem Csd,5,Sachem High School North,2022,White,96.5
580205060019,Suffolk,Sachem Csd,5,Sachem High School North,2022,Hispanic or Latino,89.8
580205060019,Suffolk,Sachem Csd,5,Sachem High School North,2022,Economically Disadvantaged,89.5
580205060019,Suffolk,Sachem Csd,5,Sachem High School North,2022,Black or African American,90.5
580205060019,Suffolk,Sachem Csd,5,Sachem High School North,2022,Students with Disabilities,85.2
580205060019,Suffolk,Sachem Csd,5,Sachem High School North,2022,Asian or Native Hawaiian/Other Pacific Islander,99.1
580205060020,Suffolk,Sachem Csd,5,Sachem High School East,2022,White,97.6
580205060020,Suffolk,Sachem Csd,5,Sachem High School East,2022,Hispanic or Latino,86.0
580205060020,Suffolk,Sachem Csd,5,Sachem High School East,2022,Economically Disadvantaged,89.8
580205060020,Suffolk,Sachem Csd,5,Sachem High School East,2022,English Language Learner,73.6
580205060020,Suffolk,Sachem Csd,5,Sachem High School East,2022,Black or African American,88.5
580205060020,Suffolk,Sachem Csd,5,Sachem High School East,2022,Students with Disabilities,93.2
580205060020,Suffolk,Sachem Csd,5,Sachem High School East,2022,Asian or Native Hawaiian/Other Pacific Islander,97.8
580206020003,Suffolk,Port Jefferson Ufsd,6,Earl L Vandermeulen High School,2022,White,99.6
580207020003,Suffolk,Mt Sinai Ufsd,6,Robert M Grable Jr Mount Sinai Hs,2022,White,97.7
580207020003,Suffolk,Mt Sinai Ufsd,6,Robert M Grable Jr Mount Sinai Hs,2022,Hispanic or Latino,94.1
580207020003,Suffolk,Mt Sinai Ufsd,6,Robert M Grable Jr Mount Sinai Hs,2022,Economically Disadvantaged,95.6
580207020003,Suffolk,Mt Sinai Ufsd,6,Robert M Grable Jr Mount Sinai Hs,2022,Students with Disabilities,97.8
580207020003,Suffolk,Mt Sinai Ufsd,6,Robert M Grable Jr Mount Sinai Hs,2022,Asian or Native Hawaiian/Other Pacific Islander,100.0
580208020003,Suffolk,Miller Place Ufsd,6,Miller Place High School,2022,White,99.1
580208020003,Suffolk,Miller Place Ufsd,6,Miller Place High School,2022,Hispanic or Latino,97.9
580208020003,Suffolk,Miller Place Ufsd,6,Miller Place High School,2022,Economically Disadvantaged,98.0
580208020003,Suffolk,Miller Place Ufsd,6,Miller Place High School,2022,Students with Disabilities,91.9
580209020002,Suffolk,Rocky Point Ufsd,5,Rocky Point High School,2022,Hispanic or Latino,83.9
580209020002,Suffolk,Rocky Point Ufsd,5,Rocky Point High School,2022,White,98.4
580209020002,Suffolk,Rocky Point Ufsd,5,Rocky Point High School,2022,Economically Disadvantaged,90.2
580209020002,Suffolk,Rocky Point Ufsd,5,Rocky Point High School,2022,Students with Disabilities,93.9
580211060010,Suffolk,Middle Country Csd,5,Newfield High School,2022,Economically Disadvantaged,92.6
580211060010,Suffolk,Middle Country Csd,5,Newfield High School,2022,Hispanic or Latino,84.5
580211060010,Suffolk,Middle Country Csd,5,Newfield High School,2022,White,97.0
580211060010,Suffolk,Middle Country Csd,5,Newfield High School,2022,English Language Learner,60.0
580211060010,Suffolk,Middle Country Csd,5,Newfield High School,2022,Black or African American,93.9
580211060010,Suffolk,Middle Country Csd,5,Newfield High School,2022,Students with Disabilities,94.0
580211060010,Suffolk,Middle Country Csd,5,Newfield High School,2022,Asian or Native Hawaiian/Other Pacific Islander,93.3
580211060016,Suffolk,Middle Country Csd,5,Centereach High School,2022,Hispanic or Latino,77.3
580211060016,Suffolk,Middle Country Csd,5,Centereach High School,2022,White,95.2
580211060016,Suffolk,Middle Country Csd,5,Centereach High School,2022,Economically Disadvantaged,89.3
580211060016,Suffolk,Middle Country Csd,5,Centereach High School,2022,English Language Learner,61.9
580211060016,Suffolk,Middle Country Csd,5,Centereach High School,2022,Black or African American,93.3
580211060016,Suffolk,Middle Country Csd,5,Centereach High School,2022,Students with Disabilities,65.5
580211060016,Suffolk,Middle Country Csd,5,Centereach High School,2022,Asian or Native Hawaiian/Other Pacific Islander,97.3
580212060005,Suffolk,Longwood Csd,5,Longwood High School,2022,Hispanic or Latino,83.4
580212060005,Suffolk,Longwood Csd,5,Longwood High School,2022,White,95.0
580212060005,Suffolk,Longwood Csd,5,Longwood High School,2022,English Language Learner,47.6
580212060005,Suffolk,Longwood Csd,5,Longwood High School,2022,Multiracial,89.4
580212060005,Suffolk,Longwood Csd,5,Longwood High School,2022,Economically Disadvantaged,85.9
